,Column 1,Column 2,xyz 1,xyz 2,Grouping Time
2481,1,2,"[-0.105, 0.606, 0.789]","[-0.228, -0.7020000000000001, 0.675]",1585166801.5723107
2482,1,3,"[-0.105, 0.606, 0.789]","[-0.667, 0.079, 0.741]",1585166801.5723107
2483,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.667, 0.079, 0.741]",1585166801.5723107
2484,0,1,"[0.7829999999999999, 0.17600000000000002, 0.596]","[-0.105, 0.607, 0.7879999999999999]",1585166801.5803106
2485,0,2,"[0.7829999999999999, 0.17600000000000002, 0.596]","[-0.228, -0.7020000000000001, 0.675]",1585166801.5803106
2486,0,3,"[0.7829999999999999, 0.17600000000000002, 0.596]","[-0.667, 0.078, 0.741]",1585166801.5803106
2487,1,2,"[-0.105, 0.607, 0.7879999999999999]","[-0.228, -0.7020000000000001, 0.675]",1585166801.5803106
2488,1,3,"[-0.105, 0.607, 0.7879999999999999]","[-0.667, 0.078, 0.741]",1585166801.5803106
2489,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.667, 0.078, 0.741]",1585166801.5803106
2490,0,1,"[0.7829999999999999, 0.177, 0.596]","[-0.10400000000000001, 0.606, 0.789]",1585166801.5883105
2491,0,2,"[0.7829999999999999, 0.177, 0.596]","[-0.228, -0.7020000000000001, 0.675]",1585166801.5883105
2492,0,3,"[0.7829999999999999, 0.177, 0.596]","[-0.6679999999999999, 0.078, 0.74]",1585166801.5883105
2493,1,2,"[-0.10400000000000001, 0.606, 0.789]","[-0.228, -0.7020000000000001, 0.675]",1585166801.5883105
2494,1,3,"[-0.10400000000000001, 0.606, 0.789]","[-0.6679999999999999, 0.078, 0.74]",1585166801.5883105
2495,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.6679999999999999, 0.078, 0.74]",1585166801.5883105
2496,0,1,"[0.784, 0.17600000000000002, 0.596]","[-0.10400000000000001, 0.606, 0.789]",1585166801.5963104
2497,0,2,"[0.784, 0.17600000000000002, 0.596]","[-0.228, -0.7020000000000001, 0.675]",1585166801.5963104
2498,0,3,"[0.784, 0.17600000000000002, 0.596]","[-0.664, 0.078, 0.743]",1585166801.5963104
2499,1,2,"[-0.10400000000000001, 0.606, 0.789]","[-0.228, -0.7020000000000001, 0.675]",1585166801.5963104
2500,1,3,"[-0.10400000000000001, 0.606, 0.789]","[-0.664, 0.078, 0.743]",1585166801.5963104
2501,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.664, 0.078, 0.743]",1585166801.5963104
2502,0,1,"[0.784, 0.175, 0.596]","[-0.10400000000000001, 0.606, 0.789]",1585166801.6043103
2503,0,2,"[0.784, 0.175, 0.596]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6043103
2504,0,3,"[0.784, 0.175, 0.596]","[-0.665, 0.078, 0.743]",1585166801.6043103
2505,1,2,"[-0.10400000000000001, 0.606, 0.789]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6043103
2506,1,3,"[-0.10400000000000001, 0.606, 0.789]","[-0.665, 0.078, 0.743]",1585166801.6043103
2507,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.665, 0.078, 0.743]",1585166801.6043103
2508,0,1,"[0.784, 0.177, 0.595]","[-0.10400000000000001, 0.606, 0.789]",1585166801.6123102
2509,0,2,"[0.784, 0.177, 0.595]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6123102
2510,0,3,"[0.784, 0.177, 0.595]","[-0.665, 0.078, 0.743]",1585166801.6123102
2511,1,2,"[-0.10400000000000001, 0.606, 0.789]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6123102
2512,1,3,"[-0.10400000000000001, 0.606, 0.789]","[-0.665, 0.078, 0.743]",1585166801.6123102
2513,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.665, 0.078, 0.743]",1585166801.6123102
2514,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.10300000000000001, 0.605, 0.789]",1585166801.62031
2515,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22699999999999998, -0.7020000000000001, 0.675]",1585166801.62031
2516,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.078, 0.743]",1585166801.62031
2517,1,2,"[-0.10300000000000001, 0.605, 0.789]","[-0.22699999999999998, -0.7020000000000001, 0.675]",1585166801.62031
2518,1,3,"[-0.10300000000000001, 0.605, 0.789]","[-0.665, 0.078, 0.743]",1585166801.62031
2519,2,3,"[-0.22699999999999998, -0.7020000000000001, 0.675]","[-0.665, 0.078, 0.743]",1585166801.62031
2520,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.10300000000000001, 0.605, 0.79]",1585166801.62831
2521,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22699999999999998, -0.7020000000000001, 0.675]",1585166801.62831
2522,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.078, 0.742]",1585166801.62831
2523,1,2,"[-0.10300000000000001, 0.605, 0.79]","[-0.22699999999999998, -0.7020000000000001, 0.675]",1585166801.62831
2524,1,3,"[-0.10300000000000001, 0.605, 0.79]","[-0.665, 0.078, 0.742]",1585166801.62831
2525,2,3,"[-0.22699999999999998, -0.7020000000000001, 0.675]","[-0.665, 0.078, 0.742]",1585166801.62831
2526,0,1,"[0.784, 0.177, 0.595]","[-0.10300000000000001, 0.604, 0.79]",1585166801.6363099
2527,0,2,"[0.784, 0.177, 0.595]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6363099
2528,0,3,"[0.784, 0.177, 0.595]","[-0.665, 0.079, 0.743]",1585166801.6363099
2529,1,2,"[-0.10300000000000001, 0.604, 0.79]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6363099
2530,1,3,"[-0.10300000000000001, 0.604, 0.79]","[-0.665, 0.079, 0.743]",1585166801.6363099
2531,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.665, 0.079, 0.743]",1585166801.6363099
2532,0,1,"[0.784, 0.177, 0.595]","[-0.10300000000000001, 0.606, 0.789]",1585166801.6443098
2533,0,2,"[0.784, 0.177, 0.595]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6443098
2534,0,3,"[0.784, 0.177, 0.595]","[-0.665, 0.079, 0.743]",1585166801.6443098
2535,1,2,"[-0.10300000000000001, 0.606, 0.789]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6443098
2536,1,3,"[-0.10300000000000001, 0.606, 0.789]","[-0.665, 0.079, 0.743]",1585166801.6443098
2537,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.665, 0.079, 0.743]",1585166801.6443098
2538,0,1,"[0.784, 0.17800000000000002, 0.594]","[-0.10300000000000001, 0.606, 0.789]",1585166801.6523097
2539,0,2,"[0.784, 0.17800000000000002, 0.594]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6523097
2540,0,3,"[0.784, 0.17800000000000002, 0.594]","[-0.665, 0.078, 0.742]",1585166801.6523097
2541,1,2,"[-0.10300000000000001, 0.606, 0.789]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6523097
2542,1,3,"[-0.10300000000000001, 0.606, 0.789]","[-0.665, 0.078, 0.742]",1585166801.6523097
2543,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.665, 0.078, 0.742]",1585166801.6523097
2544,0,1,"[0.7829999999999999, 0.177, 0.596]","[-0.102, 0.605, 0.789]",1585166801.6603096
2545,0,2,"[0.7829999999999999, 0.177, 0.596]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6603096
2546,0,3,"[0.7829999999999999, 0.177, 0.596]","[-0.6659999999999999, 0.078, 0.742]",1585166801.6603096
2547,1,2,"[-0.102, 0.605, 0.789]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6603096
2548,1,3,"[-0.102, 0.605, 0.789]","[-0.6659999999999999, 0.078, 0.742]",1585166801.6603096
2549,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.6659999999999999, 0.078, 0.742]",1585166801.6603096
2550,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.10300000000000001, 0.605, 0.79]",1585166801.6683095
2551,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22699999999999998, -0.7020000000000001, 0.675]",1585166801.6683095
2552,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6683095
2553,1,2,"[-0.10300000000000001, 0.605, 0.79]","[-0.22699999999999998, -0.7020000000000001, 0.675]",1585166801.6683095
2554,1,3,"[-0.10300000000000001, 0.605, 0.79]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6683095
2555,2,3,"[-0.22699999999999998, -0.7020000000000001, 0.675]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6683095
2556,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.10300000000000001, 0.605, 0.79]",1585166801.6763093
2557,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6763093
2558,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6763093
2559,1,2,"[-0.10300000000000001, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6763093
2560,1,3,"[-0.10300000000000001, 0.605, 0.79]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6763093
2561,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6763093
2562,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.10300000000000001, 0.605, 0.79]",1585166801.6843092
2563,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6843092
2564,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6843092
2565,1,2,"[-0.10300000000000001, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.675]",1585166801.6843092
2566,1,3,"[-0.10300000000000001, 0.605, 0.79]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6843092
2567,2,3,"[-0.228, -0.7020000000000001, 0.675]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6843092
2568,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.102, 0.605, 0.79]",1585166801.6923091
2569,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22699999999999998, -0.7020000000000001, 0.675]",1585166801.6923091
2570,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6923091
2571,1,2,"[-0.102, 0.605, 0.79]","[-0.22699999999999998, -0.7020000000000001, 0.675]",1585166801.6923091
2572,1,3,"[-0.102, 0.605, 0.79]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6923091
2573,2,3,"[-0.22699999999999998, -0.7020000000000001, 0.675]","[-0.6659999999999999, 0.079, 0.742]",1585166801.6923091
2574,0,1,"[0.782, 0.179, 0.597]","[-0.102, 0.605, 0.79]",1585166801.700309
2575,0,2,"[0.782, 0.179, 0.597]","[-0.228, -0.7020000000000001, 0.674]",1585166801.700309
2576,0,3,"[0.782, 0.179, 0.597]","[-0.6659999999999999, 0.079, 0.742]",1585166801.700309
2577,1,2,"[-0.102, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.700309
2578,1,3,"[-0.102, 0.605, 0.79]","[-0.6659999999999999, 0.079, 0.742]",1585166801.700309
2579,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.6659999999999999, 0.079, 0.742]",1585166801.700309
2580,0,1,"[0.7809999999999999, 0.179, 0.598]","[-0.102, 0.605, 0.79]",1585166801.708309
2581,0,2,"[0.7809999999999999, 0.179, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.708309
2582,0,3,"[0.7809999999999999, 0.179, 0.598]","[-0.6659999999999999, 0.079, 0.742]",1585166801.708309
2583,1,2,"[-0.102, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.708309
2584,1,3,"[-0.102, 0.605, 0.79]","[-0.6659999999999999, 0.079, 0.742]",1585166801.708309
2585,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.6659999999999999, 0.079, 0.742]",1585166801.708309
2586,0,1,"[0.7809999999999999, 0.179, 0.598]","[-0.102, 0.605, 0.79]",1585166801.7163088
2587,0,2,"[0.7809999999999999, 0.179, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7163088
2588,0,3,"[0.7809999999999999, 0.179, 0.598]","[-0.6659999999999999, 0.079, 0.742]",1585166801.7163088
2589,1,2,"[-0.102, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7163088
2590,1,3,"[-0.102, 0.605, 0.79]","[-0.6659999999999999, 0.079, 0.742]",1585166801.7163088
2591,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.6659999999999999, 0.079, 0.742]",1585166801.7163088
2592,0,1,"[0.7809999999999999, 0.179, 0.598]","[-0.10099999999999999, 0.605, 0.79]",1585166801.7243087
2593,0,2,"[0.7809999999999999, 0.179, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7243087
2594,0,3,"[0.7809999999999999, 0.179, 0.598]","[-0.665, 0.079, 0.742]",1585166801.7243087
2595,1,2,"[-0.10099999999999999, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7243087
2596,1,3,"[-0.10099999999999999, 0.605, 0.79]","[-0.665, 0.079, 0.742]",1585166801.7243087
2597,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.665, 0.079, 0.742]",1585166801.7243087
2598,0,1,"[0.7809999999999999, 0.179, 0.598]","[-0.10099999999999999, 0.605, 0.79]",1585166801.7323086
2599,0,2,"[0.7809999999999999, 0.179, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7323086
2600,0,3,"[0.7809999999999999, 0.179, 0.598]","[-0.6659999999999999, 0.079, 0.742]",1585166801.7323086
2601,1,2,"[-0.10099999999999999, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7323086
2602,1,3,"[-0.10099999999999999, 0.605, 0.79]","[-0.6659999999999999, 0.079, 0.742]",1585166801.7323086
2603,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.6659999999999999, 0.079, 0.742]",1585166801.7323086
2604,0,1,"[0.7809999999999999, 0.179, 0.598]","[-0.1, 0.605, 0.79]",1585166801.7403085
2605,0,2,"[0.7809999999999999, 0.179, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7403085
2606,0,3,"[0.7809999999999999, 0.179, 0.598]","[-0.6659999999999999, 0.079, 0.742]",1585166801.7403085
2607,1,2,"[-0.1, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7403085
2608,1,3,"[-0.1, 0.605, 0.79]","[-0.6659999999999999, 0.079, 0.742]",1585166801.7403085
2609,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.6659999999999999, 0.079, 0.742]",1585166801.7403085
2610,0,1,"[0.7809999999999999, 0.179, 0.598]","[-0.1, 0.606, 0.79]",1585166801.7483084
2611,0,2,"[0.7809999999999999, 0.179, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7483084
2612,0,3,"[0.7809999999999999, 0.179, 0.598]","[-0.667, 0.08, 0.741]",1585166801.7483084
2613,1,2,"[-0.1, 0.606, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7483084
2614,1,3,"[-0.1, 0.606, 0.79]","[-0.667, 0.08, 0.741]",1585166801.7483084
2615,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.667, 0.08, 0.741]",1585166801.7483084
2616,0,1,"[0.7809999999999999, 0.179, 0.598]","[-0.1, 0.605, 0.79]",1585166801.7563083
2617,0,2,"[0.7809999999999999, 0.179, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7563083
2618,0,3,"[0.7809999999999999, 0.179, 0.598]","[-0.6659999999999999, 0.079, 0.741]",1585166801.7563083
2619,1,2,"[-0.1, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7563083
2620,1,3,"[-0.1, 0.605, 0.79]","[-0.6659999999999999, 0.079, 0.741]",1585166801.7563083
2621,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.6659999999999999, 0.079, 0.741]",1585166801.7563083
2622,0,1,"[0.7809999999999999, 0.179, 0.598]","[-0.1, 0.605, 0.79]",1585166801.7643082
2623,0,2,"[0.7809999999999999, 0.179, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7643082
2624,0,3,"[0.7809999999999999, 0.179, 0.598]","[-0.6659999999999999, 0.08, 0.742]",1585166801.7643082
2625,1,2,"[-0.1, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7643082
2626,1,3,"[-0.1, 0.605, 0.79]","[-0.6659999999999999, 0.08, 0.742]",1585166801.7643082
2627,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.6659999999999999, 0.08, 0.742]",1585166801.7643082
2628,0,1,"[0.782, 0.17800000000000002, 0.598]","[-0.1, 0.605, 0.79]",1585166801.772308
2629,0,2,"[0.782, 0.17800000000000002, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.772308
2630,0,3,"[0.782, 0.17800000000000002, 0.598]","[-0.6659999999999999, 0.081, 0.742]",1585166801.772308
2631,1,2,"[-0.1, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.772308
2632,1,3,"[-0.1, 0.605, 0.79]","[-0.6659999999999999, 0.081, 0.742]",1585166801.772308
2633,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.6659999999999999, 0.081, 0.742]",1585166801.772308
2634,0,1,"[0.782, 0.177, 0.598]","[-0.10099999999999999, 0.605, 0.789]",1585166801.780308
2635,0,2,"[0.782, 0.177, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.780308
2636,0,3,"[0.782, 0.177, 0.598]","[-0.665, 0.081, 0.742]",1585166801.780308
2637,1,2,"[-0.10099999999999999, 0.605, 0.789]","[-0.228, -0.7020000000000001, 0.674]",1585166801.780308
2638,1,3,"[-0.10099999999999999, 0.605, 0.789]","[-0.665, 0.081, 0.742]",1585166801.780308
2639,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.742]",1585166801.780308
2640,0,1,"[0.782, 0.177, 0.597]","[-0.10099999999999999, 0.605, 0.789]",1585166801.788308
2641,0,2,"[0.782, 0.177, 0.597]","[-0.228, -0.7020000000000001, 0.674]",1585166801.788308
2642,0,3,"[0.782, 0.177, 0.597]","[-0.665, 0.081, 0.742]",1585166801.788308
2643,1,2,"[-0.10099999999999999, 0.605, 0.789]","[-0.228, -0.7020000000000001, 0.674]",1585166801.788308
2644,1,3,"[-0.10099999999999999, 0.605, 0.789]","[-0.665, 0.081, 0.742]",1585166801.788308
2645,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.742]",1585166801.788308
2646,0,1,"[0.7809999999999999, 0.177, 0.598]","[-0.10099999999999999, 0.605, 0.79]",1585166801.7963078
2647,0,2,"[0.7809999999999999, 0.177, 0.598]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7963078
2648,0,3,"[0.7809999999999999, 0.177, 0.598]","[-0.665, 0.081, 0.742]",1585166801.7963078
2649,1,2,"[-0.10099999999999999, 0.605, 0.79]","[-0.228, -0.7020000000000001, 0.674]",1585166801.7963078
2650,1,3,"[-0.10099999999999999, 0.605, 0.79]","[-0.665, 0.081, 0.742]",1585166801.7963078
2651,2,3,"[-0.228, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.742]",1585166801.7963078
2652,0,1,"[0.7829999999999999, 0.177, 0.596]","[-0.10099999999999999, 0.606, 0.789]",1585166801.8043077
2653,0,2,"[0.7829999999999999, 0.177, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8043077
2654,0,3,"[0.7829999999999999, 0.177, 0.596]","[-0.665, 0.081, 0.742]",1585166801.8043077
2655,1,2,"[-0.10099999999999999, 0.606, 0.789]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8043077
2656,1,3,"[-0.10099999999999999, 0.606, 0.789]","[-0.665, 0.081, 0.742]",1585166801.8043077
2657,2,3,"[-0.22899999999999998, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.742]",1585166801.8043077
2658,0,1,"[0.7829999999999999, 0.177, 0.596]","[-0.102, 0.606, 0.789]",1585166801.8123076
2659,0,2,"[0.7829999999999999, 0.177, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8123076
2660,0,3,"[0.7829999999999999, 0.177, 0.596]","[-0.665, 0.081, 0.742]",1585166801.8123076
2661,1,2,"[-0.102, 0.606, 0.789]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8123076
2662,1,3,"[-0.102, 0.606, 0.789]","[-0.665, 0.081, 0.742]",1585166801.8123076
2663,2,3,"[-0.22899999999999998, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.742]",1585166801.8123076
2664,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.102, 0.606, 0.789]",1585166801.8203075
2665,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8203075
2666,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.081, 0.742]",1585166801.8203075
2667,1,2,"[-0.102, 0.606, 0.789]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8203075
2668,1,3,"[-0.102, 0.606, 0.789]","[-0.665, 0.081, 0.742]",1585166801.8203075
2669,2,3,"[-0.22899999999999998, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.742]",1585166801.8203075
2670,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.102, 0.606, 0.789]",1585166801.8283074
2671,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8283074
2672,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.081, 0.742]",1585166801.8283074
2673,1,2,"[-0.102, 0.606, 0.789]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8283074
2674,1,3,"[-0.102, 0.606, 0.789]","[-0.665, 0.081, 0.742]",1585166801.8283074
2675,2,3,"[-0.22899999999999998, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.742]",1585166801.8283074
2676,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.10099999999999999, 0.606, 0.789]",1585166801.8363073
2677,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8363073
2678,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.081, 0.742]",1585166801.8363073
2679,1,2,"[-0.10099999999999999, 0.606, 0.789]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8363073
2680,1,3,"[-0.10099999999999999, 0.606, 0.789]","[-0.665, 0.081, 0.742]",1585166801.8363073
2681,2,3,"[-0.22899999999999998, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.742]",1585166801.8363073
2682,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.10099999999999999, 0.605, 0.789]",1585166801.8443072
2683,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8443072
2684,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.081, 0.743]",1585166801.8443072
2685,1,2,"[-0.10099999999999999, 0.605, 0.789]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8443072
2686,1,3,"[-0.10099999999999999, 0.605, 0.789]","[-0.665, 0.081, 0.743]",1585166801.8443072
2687,2,3,"[-0.22899999999999998, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.743]",1585166801.8443072
2688,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.10099999999999999, 0.605, 0.79]",1585166801.852307
2689,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.852307
2690,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.081, 0.743]",1585166801.852307
2691,1,2,"[-0.10099999999999999, 0.605, 0.79]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.852307
2692,1,3,"[-0.10099999999999999, 0.605, 0.79]","[-0.665, 0.081, 0.743]",1585166801.852307
2693,2,3,"[-0.22899999999999998, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.743]",1585166801.852307
2694,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.10099999999999999, 0.604, 0.79]",1585166801.860307
2695,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.860307
2696,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.081, 0.743]",1585166801.860307
2697,1,2,"[-0.10099999999999999, 0.604, 0.79]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.860307
2698,1,3,"[-0.10099999999999999, 0.604, 0.79]","[-0.665, 0.081, 0.743]",1585166801.860307
2699,2,3,"[-0.22899999999999998, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.743]",1585166801.860307
2700,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.102, 0.605, 0.79]",1585166801.8683069
2701,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8683069
2702,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.081, 0.743]",1585166801.8683069
2703,1,2,"[-0.102, 0.605, 0.79]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8683069
2704,1,3,"[-0.102, 0.605, 0.79]","[-0.665, 0.081, 0.743]",1585166801.8683069
2705,2,3,"[-0.22899999999999998, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.743]",1585166801.8683069
2706,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.102, 0.605, 0.79]",1585166801.8763068
2707,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8763068
2708,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.081, 0.743]",1585166801.8763068
2709,1,2,"[-0.102, 0.605, 0.79]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8763068
2710,1,3,"[-0.102, 0.605, 0.79]","[-0.665, 0.081, 0.743]",1585166801.8763068
2711,2,3,"[-0.22899999999999998, -0.7020000000000001, 0.674]","[-0.665, 0.081, 0.743]",1585166801.8763068
2712,0,1,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.102, 0.604, 0.79]",1585166801.8843067
2713,0,2,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8843067
2714,0,3,"[0.7829999999999999, 0.17800000000000002, 0.596]","[-0.665, 0.081, 0.743]",1585166801.8843067
2715,1,2,"[-0.102, 0.604, 0.79]","[-0.22899999999999998, -0.7020000000000001, 0.674]",1585166801.8843067
2716,1,3,"[-0.102, 0.604, 0.79]","[-0.665, 0.081, 0.743]",1585166801.8843067
